Record ID,Record Type,Record Nature,Redirect,Name,Description,Classification System,Classification Code,Last Name,First Name,Name Suffix,Name Preferred,Attributes,Linked Data,Related Citations Count,Staff Notes,Record History,Created Date,Modified Date,Creator,Modifier
CBA050623697,Person,Active (RecordStatusExplanation ),,"Abele, Celia",,Proper name,,Abele,Celia,,,,,2,,"This record was changed as part of bulk change #4068. ""CBA Name"" was changed from ""Celia Abele"" to ""Abele, Celia"" by StephenPWeldon on 12/01/20 10:38:03 PM UTC.",2020-09-16 15:15:36.652385+00:00,2023-12-28 00:42:42.849121+00:00,Kraig Bartel (bart7924),Camille Testa (crtesta47)
CBA000000112,Person,Active (RecordStatusExplanation ),,"Abel, Edward",,Proper name,,,,,,,,2,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:00:09.986015+00:00,,  (IsisAdmin-SPW)
CBA000000126,Person,Active (RecordStatusExplanation ),,"Abele, Johannes",,Proper name,,,,,,,,2,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:00:10.021217+00:00,,  (IsisAdmin-SPW)
CBA000144014,Person,Active (RecordStatusExplanation ),,"Abel, E. K.",,Proper name,,,,,,,,1,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:00:10.062895+00:00,,  (IsisAdmin-SPW)
CBA000000113,Person,Active (RecordStatusExplanation ),,"Abel, Emily K.",,Proper name,,,,,,,,14,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:00:10.123953+00:00,,  (IsisAdmin-SPW)
CBA000000114,Person,Active (RecordStatusExplanation ),,"Abel, Ernest L.",,Proper name,,,,,,,,2,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:00:10.160605+00:00,,  (IsisAdmin-SPW)
CBA000000127,Person,Active (RecordStatusExplanation ),,"Abeles, Francine F.",,Proper name,,,,,,,,16,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:00:10.558853+00:00,,  (IsisAdmin-SPW)
CBA000144016,Person,Active (RecordStatusExplanation ),,"Abélès, M.",,Proper name,,,,,,,,1,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:00:10.630044+00:00,,  (IsisAdmin-SPW)
CBA412506549,Person,Active (RecordStatusExplanation ),,"Abeles, Oren ",,Weldon Classification System (2002-present),,Abeles,Oren,,,,LinkedData_ID LED912124819 || Status Active || Type VIAF || URN http://viaf.org/viaf/232866163 || ResourceName VIAF || URL ,1,,"This record was changed as part of bulk change #2938. ""CBA Name"" was changed from ""Oren Abeles"" to ""Abeles, Oren "" by admin on 10/09/19 02:57:03 AM UTC.",2019-09-10 16:32:51.468892+00:00,2023-12-28 00:38:21.744498+00:00,Paul Vieth (paulkelleyvieth),S. P. Weldon (admin)
CBA000000128,Person,Active (RecordStatusExplanation ),,"Abelev, G. I.",,Proper name,,,,,,,,1,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:00:10.656334+00:00,,  (IsisAdmin-SPW)
CBA000000115,Person,Active (RecordStatusExplanation ),,"Abel, F.",,Proper name,,,,,,,,1,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:00:10.685373+00:00,,  (IsisAdmin-SPW)
CBA000000116,Person,Active (RecordStatusExplanation ),,"Abel, Günter",,Proper name,,,,,,,,1,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:00:10.716573+00:00,,  (IsisAdmin-SPW)
CBA361835431,Person,Active (RecordStatusExplanation ),,Abel Gustafson,,Weldon Classification System (2002-present),,Gustafson,Abel,,,,LinkedData_ID LED563898298 || Status Active || Type URL || URN https://abelgustafson.com/ || ResourceName Google || URL ,5,,,2024-03-31 19:39:17.811582+00:00,2024-08-19 01:06:44.487394+00:00,Bruce Seely (bseely),Bruce Seely (bseely)
CBA171886830,Person,Active (RecordStatusExplanation ),,"Abel, Jessamyn R.",,Proper name,,Abel,Jessamyn R.,,,,LinkedData_ID LED221427079 || Status Active || Type VIAF || URN http://viaf.org/viaf/311786374 || ResourceName VIAF || URL ,3,,"This record was changed as part of bulk change #5414. ""CBA Name"" was changed from ""Jessamyn R. Abel"" to ""Abel, Jessamyn R."" by StephenPWeldon on 10/07/21 08:38:37 PM UTC.",2021-07-10 19:51:20.209559+00:00,2023-12-28 02:07:36.298152+00:00,Bruce Seely (bseely),Rebecca Marcolina (rmarc)
CBA000000117,Person,Active (RecordStatusExplanation ),,"Abel, J. F.",,Proper name,,,,,,,,1,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:00:10.746761+00:00,,  (IsisAdmin-SPW)
CBA000000118,Person,Active (RecordStatusExplanation ),,"Abel, John Jacob",,Proper name,,,,,,"AttributeID ATT000208331 || AttributeStatus Active || AttributeType BirthToDeathDates || AttributeValue [[1857], [1938]] || AttributeFreeFormValue 1857-1938 || AttributeStart 1857 || AttributeEnd 1938 || AttributeDescription ",LinkedData_ID LED217298100 || Status Active || Type DNB || URN http://d-nb.info/gnd/116239654/about/html || ResourceName Deutsche Nationalbibliothek GND Authority file || URL  // LinkedData_ID LED793587697 || Status Active || Type BHL || URN http://www.biodiversitylibrary.org/creator/4119 || ResourceName Biodiversity Heritage Library authority file || URL ,4,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:00:10.774153+00:00,,  (IsisAdmin-SPW)
CBA000000132,Person,Active (RecordStatusExplanation ),,"Abella, Alex",,Proper name,,,,,,,,1,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:00:10.801949+00:00,,  (IsisAdmin-SPW)
CBA000000133,Person,Active (RecordStatusExplanation ),,"Abellán, José Luis",,Proper name,,,,,,,,2,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:00:10.836345+00:00,,  (IsisAdmin-SPW)
CBA000000129,Person,Active (RecordStatusExplanation ),,"Abell, George O.",,Proper name,,,,,,,,2,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:00:10.862070+00:00,,  (IsisAdmin-SPW)
CBA000000134,Person,Active (RecordStatusExplanation ),,"Abellio, Raymond",,Proper name,,,,,,,,1,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:00:10.889886+00:00,,  (IsisAdmin-SPW)
CBA000000130,Person,Active (RecordStatusExplanation ),,"Abell, Lesley",,Proper name,,,,,,,,1,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:00:10.916518+00:00,,  (IsisAdmin-SPW)
CBA000000131,Person,Active (RecordStatusExplanation ),,"Abell, Marcelle A.",,Proper name,,,,,,,,1,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:00:10.944128+00:00,,  (IsisAdmin-SPW)
CBA000000135,Person,Active (RecordStatusExplanation ),,"Abelmann, Walter H.",,Proper name,,,,,,,,2,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:00:10.969904+00:00,,  (IsisAdmin-SPW)
CBA000000119,Person,Active (RecordStatusExplanation ),,"Abel, Marjorie R.",,Proper name,,,,,,,,1,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:00:11.022673+00:00,,  (IsisAdmin-SPW)
CBA000000120,Person,Active (RecordStatusExplanation ),,"Abel, Mary Hinman",,Proper name,,,,,,AttributeID ATT000203174 || AttributeStatus Active || AttributeType BirthToDeathDates || AttributeValue [[1850]] || AttributeFreeFormValue b. 1850 || AttributeStart 1850 || AttributeEnd  || AttributeDescription ,,1,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:00:11.055571+00:00,,  (IsisAdmin-SPW)
CBA000000121,Person,Active (RecordStatusExplanation ),,"Abel, Niels Henrik",,Proper name,,,,,,"AttributeID ATT000210990 || AttributeStatus Active || AttributeType BirthToDeathDates || AttributeValue [[1802], [1829]] || AttributeFreeFormValue 1802-1829 || AttributeStart 1802 || AttributeEnd 1829 || AttributeDescription ",LinkedData_ID LED683161140 || Status Active || Type DNB || URN http://d-nb.info/gnd/118500112/about/html || ResourceName Deutsche Nationalbibliothek GND Authority file || URL  // LinkedData_ID LED741342204 || Status Active || Type VIAF || URN http://viaf.org/viaf/66522208 || ResourceName VIAF || URL ,21,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:00:11.091837+00:00,,  (IsisAdmin-SPW)
CBA000000122,Person,Active (RecordStatusExplanation ),,"Abel, Olivier",,Proper name,,,,,,,,2,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:00:11.119237+00:00,,  (IsisAdmin-SPW)
CBA000000123,Person,Active (RecordStatusExplanation ),,"Abel, Othenio",,Proper name,,,,,,"AttributeID ATT000207070 || AttributeStatus Active || AttributeType BirthToDeathDates || AttributeValue [[1875], [1946]] || AttributeFreeFormValue 1875-1946 || AttributeStart 1875 || AttributeEnd 1946 || AttributeDescription ",LinkedData_ID LED846097482 || Status Active || Type DNB || URN http://d-nb.info/gnd/116001844/about/html || ResourceName Deutsche Nationalbibliothek GND Authority file || URL  // LinkedData_ID LED091540887 || Status Active || Type VIAF || URN http://viaf.org/viaf/61609070 || ResourceName VIAF || URL  // LinkedData_ID LED730520178 || Status Active || Type BHL || URN http://www.biodiversitylibrary.org/creator/147412 || ResourceName Biodiversity Heritage Library authority file || URL ,1,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:00:11.149189+00:00,,  (IsisAdmin-SPW)
CBA000144017,Person,Active (RecordStatusExplanation ),,"Abelove, H.",,Proper name,,,,,,,,1,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:00:11.182263+00:00,,  (IsisAdmin-SPW)
CBA000144015,Person,Active (RecordStatusExplanation ),,"Abel, Richard",,Proper name,,,,,,,,5,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-10-01 15:45:39.372513+00:00,,Jeff Pooley (HCRcurator)
CBA000000124,Person,Active (RecordStatusExplanation ),,"Abel, Richard M.",,Proper name,,,,,,,,2,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:00:11.255256+00:00,,  (IsisAdmin-SPW)
CBA000000136,Person,Active (RecordStatusExplanation ),,"Abels, Gabriele",,Proper name,,,,,,,,1,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:00:11.282199+00:00,,  (IsisAdmin-SPW)
CBA000144018,Person,Active (RecordStatusExplanation ),,"Abelshauser, W.",,Proper name,,,,,,,,1,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:00:11.309621+00:00,,  (IsisAdmin-SPW)
CBA000000137,Person,Active (RecordStatusExplanation ),,"Abelshauser, Werner",,Proper name,,,,,,,,4,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:00:11.338304+00:00,,  (IsisAdmin-SPW)
CBA000164678,Person,Active (RecordStatusExplanation ),,"Abel-Smith, Brian",,Proper name,,,,,,"AttributeID ATT000227868 || AttributeStatus Active || AttributeType BirthToDeathDates || AttributeValue [[1926], [1996]] || AttributeFreeFormValue 1926-1996 || AttributeStart 1926 || AttributeEnd 1996 || AttributeDescription ",,1,"Removed dates from name. These need to be added to Attributes record. {Birth and Death dates: 1926-1996}{Original name data: Abel-Smith, Brian (1926-1996)}","Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",2016-09-09 12:58:08.167869+00:00,2024-07-22 21:00:11.410072+00:00,,  (IsisAdmin-SPW)
CBA000000138,Person,Active (RecordStatusExplanation ),,"Abelson, John",,Proper name,,,,,,,,1,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:00:11.460828+00:00,,  (IsisAdmin-SPW)
CBA000144019,Person,Active (RecordStatusExplanation ),,"Abelson, P. H.",,Proper name,,,,,,,,2,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:00:11.490069+00:00,,  (IsisAdmin-SPW)
CBA000000139,Person,Active (RecordStatusExplanation ),,"Abelson, Philip H.",,Proper name,,,,,,,,4,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:00:11.525980+00:00,,  (IsisAdmin-SPW)
CBA000140565,Person,Active (RecordStatusExplanation ),,"Abelson, Philip Hauge,",,Proper name,,,,,,AttributeID ATT000216171 || AttributeStatus Active || AttributeType BirthToDeathDates || AttributeValue [[1913]] || AttributeFreeFormValue 1913- || AttributeStart 1913 || AttributeEnd  || AttributeDescription ,LinkedData_ID LED912744321 || Status Active || Type DNB || URN http://d-nb.info/gnd/171944178/about/html || ResourceName Deutsche Nationalbibliothek GND Authority file || URL ,1,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:00:11.553878+00:00,,  (IsisAdmin-SPW)
CBA000000140,Person,Active (RecordStatusExplanation ),,"Abendroth, Wolfgang",,Proper name,,,,,,,,1,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:00:11.583522+00:00,,  (IsisAdmin-SPW)
CBA995164856,Person,Active (RecordStatusExplanation Active by default.),,"Abendschein, Frederic H.",,Weldon Classification System (2002-present),,Abendschein,Frederic H.,,"Abendschein, Frederic H.",,,0,,"Created from Zotero accession 1220, performed at 2018-07-07 19:34:26.601190+00:00 by bseely. Subsequently ingested by bseely.",2018-07-07 19:46:43.647571+00:00,2023-12-28 00:53:11.226918+00:00,,Bruce Seely (bseely)
CBA876178830,Person,Active (RecordStatusExplanation Active by default.),,"Abendschein, Frederic H.",,Weldon Classification System (2002-present),,Abendschein,Frederic H.,,"Abendschein, Frederic H.",,,18,,"Created from Zotero accession 1361, performed at 2018-09-11 18:01:29.098423+00:00 by bseely. Subsequently ingested by bseely.",2018-09-11 18:28:46.394916+00:00,2023-12-28 00:35:26.275283+00:00,,Bruce Seely (bseely)
CBA000000100,Person,Active (RecordStatusExplanation ),,"Abe, Osamu",,Proper name,,,,,,,,1,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:00:11.610145+00:00,,  (IsisAdmin-SPW)
CBA756641241,Institution,Active (RecordStatusExplanation Active by default.),,Abercrombie ,,Weldon Classification System (2002-present),,,,,,,,1,,"Created from Zotero accession 889, performed at 2017-12-15 01:07:42.619727+00:00 by bseely. Subsequently ingested by bseely.",2017-12-15 02:46:27.214625+00:00,2023-12-28 00:07:46.349577+00:00,,
CBA000000142,Person,Active (RecordStatusExplanation ),,"Abercrombie, Michael",,Proper name,,,,,,"AttributeID ATT000204192 || AttributeStatus Active || AttributeType BirthToDeathDates || AttributeValue [[1912], [1979]] || AttributeFreeFormValue 1912-1979 || AttributeStart 1912 || AttributeEnd 1979 || AttributeDescription ",LinkedData_ID LED579460499 || Status Active || Type DNB || URN http://d-nb.info/gnd/132543389/about/html || ResourceName Deutsche Nationalbibliothek GND Authority file || URL ,1,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:00:11.639515+00:00,,  (IsisAdmin-SPW)
CBA000114554,Institution,Active (RecordStatusExplanation ),,Aberdeen Medico-Chirurgical Society,,Proper name,,,,,,,,1,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:00:11.800539+00:00,,  (IsisAdmin-SPW)
CBA000114555,Institution,Active (RecordStatusExplanation ),,Aberdeen University,,Proper name,,,,,,,,6,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:00:11.944126+00:00,,  (IsisAdmin-SPW)
CBA000118906,Institution,Redirect (RecordStatusExplanation ),CBA000114555,Aberdeen. University,,Proper name,,,,,,,,0,MW from Neu: Institution name,"Changed Inactive to Redirect in RecordStatus (2016.05.31). RedirectTo field update to ""CBA000114555"" on 6/7/2015 11:11:41 PM"" by spw as part of the following update work: Add redirect based on OpenRefine work on Schools..
RecordStatus field update to ""Redirect"" on 6/7/2015 11:11:41 PM"" by spw as part of the following update work: Add redirect based on OpenRefine work on Schools..

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:00:12.116548+00:00,,  (IsisAdmin-SPW)
