Record ID,Record Type,Record Nature,Redirect,Name,Description,Classification System,Classification Code,Last Name,First Name,Name Suffix,Name Preferred,Attributes,Linked Data,Related Citations Count,Staff Notes,Record History,Created Date,Modified Date,Creator,Modifier
CBA000144058,Person,Active (RecordStatusExplanation ),,"Ackernecht, E. H.",,Proper name,,,,,,,,2,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:01:04.111016+00:00,,  (IsisAdmin-SPW)
CBA000000333,Person,Active (RecordStatusExplanation ),,"Acker, Paul",,Proper name,,,,,,,,1,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:01:04.169216+00:00,,  (IsisAdmin-SPW)
CBA000000334,Person,Active (RecordStatusExplanation ),,"Acker, Russell J.",,Proper name,,,,,,,,1,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:01:04.209634+00:00,,  (IsisAdmin-SPW)
CBA000000355,Person,Active (RecordStatusExplanation ),,"Ackert, Lloyd",,Proper name,,,,,,,,8,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:01:04.252174+00:00,,  (IsisAdmin-SPW)
CBA000000356,Person,Active (RecordStatusExplanation ),,"Ackert, Lloyd T., Jr.",,Proper name,,,,,,,,4,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:01:04.305822+00:00,,  (IsisAdmin-SPW)
CBA000000335,Person,Active (RecordStatusExplanation ),,"Acker, Wouter Van",,Proper name,,,,,,,,1,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:01:04.356862+00:00,,  (IsisAdmin-SPW)
CBA000000357,Person,Active (RecordStatusExplanation ),,"Ackery, Phil",,Proper name,,,,,,,,1,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:01:04.397599+00:00,,  (IsisAdmin-SPW)
CBA000000358,Person,Active (RecordStatusExplanation ),,"Ackery, Phillip R.",,Proper name,,,,,,,,2,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:01:04.440604+00:00,,  (IsisAdmin-SPW)
CBA000000359,Person,Active (RecordStatusExplanation ),,"Ackland, Len",,Proper name,,,,,,,,2,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:01:04.492360+00:00,,  (IsisAdmin-SPW)
CBA877432053,Person,Active (RecordStatusExplanation ),,"Acklin, Marvin W.",,Proper name,,Acklin,Marvin W.,,,,LinkedData_ID LED029198412 || Status Active || Type VIAF || URN http://viaf.org/viaf/5771160668051203560006 || ResourceName VIAF || URL ,1,,,2022-09-01 22:47:43.713010+00:00,2023-12-28 01:58:50.906894+00:00,Camille Testa (crtesta47),Camille Testa (crtesta47)
CBA000000360,Person,Active (RecordStatusExplanation ),,"Ackmann, Martha",,Proper name,,,,,,,,1,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:01:04.533479+00:00,,  (IsisAdmin-SPW)
CBA000000361,Person,Active (RecordStatusExplanation ),,"Ackrill, J. L.",,Proper name,,,,,,,,3,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:01:04.586496+00:00,,  (IsisAdmin-SPW)
CBA000000362,Person,Active (RecordStatusExplanation ),,"Ackroyd, J. A. D.",,Proper name,,,,,,,,3,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:01:04.629060+00:00,,  (IsisAdmin-SPW)
CBA000000363,Person,Active (RecordStatusExplanation ),,"Ackroyd, Peter",,Proper name,,,,,,,,1,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:01:04.671900+00:00,,  (IsisAdmin-SPW)
CBA000000364,Person,Active (RecordStatusExplanation ),,"Acland, Charles R.",,Proper name,,,,,,,,4,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-25 14:28:54.686778+00:00,,Jeff Pooley (HCRcurator)
CBA000131576,Institution,Active (RecordStatusExplanation ),,ACL-Crocus,,Proper name,,,,,,,,1,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:01:04.753785+00:00,,  (IsisAdmin-SPW)
CBA000144059,Person,Active (RecordStatusExplanation ),,"Acloque, P.",,Proper name,,,,,,,,2,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:01:04.905038+00:00,,  (IsisAdmin-SPW)
CBA000000365,Person,Active (RecordStatusExplanation ),,"Acloque, Paul",,Proper name,,,,,,,,7,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:01:04.957144+00:00,,  (IsisAdmin-SPW)
CBA000121259,Serial Publication,Active (RecordStatusExplanation ),,Acme: Annali della Facoltà di Lettere e Filosofia di Milano,,Proper name,,,,,,,,2,"{Metadata}{Type=""Isis Bibliography Journal List""}{Journal ID=""1951""}{Journal Abbreviation=""""}{Alternative Titles=""""}{IsisCB Rank=""8 older journals; Neu list""}{Type of journal=""""}{Language=""""}{ISSN=""""}{URL=""""}{Pagination=""""}{Publisher=""""}{Date=2015.03.04}{User= ""Weldon""}{/Metadata}","Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:01:04.999627+00:00,,  (IsisAdmin-SPW)
CBA000131577,Institution,Active (RecordStatusExplanation ),,ACM Press,,Proper name,,,,,,,,16,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:01:05.201625+00:00,,  (IsisAdmin-SPW)
CBA000131578,Institution,Active (RecordStatusExplanation ),,ACMRS,,Proper name,,,,,,,,4,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:01:05.353361+00:00,,  (IsisAdmin-SPW)
CBA000131579,Institution,Active (RecordStatusExplanation ),,ACMRS (Arizona Center for Medieval and Renaissance Studies),,Proper name,,,,,,,,6,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:01:05.756344+00:00,,  (IsisAdmin-SPW)
CBA000000366,Person,Active (RecordStatusExplanation ),,"Acocella, Giovanni",,Proper name,,,,,,,,3,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:01:05.908975+00:00,,  (IsisAdmin-SPW)
CBA000000367,Person,Active (RecordStatusExplanation ),,"Acocella, Giuseppe",,Proper name,,,,,,,,1,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 21:01:05.966242+00:00,,  (IsisAdmin-SPW)
